Chain,Token ID,image URL,Profile,Speed,Stamina,Defence,Special Move,Punch,Kick,Total,Skin,Eye Brow,Eye Lense,Eye Shapes,Hair,Lips,Gloves,Pants,Full Costumes,Shoes,Eyelid,Chest Tattoo,Arm Tattoo,Legs Tattoo,Glasses,Face Tattoo,Forehead Tattoo,Mustache,Chain
ETH,351,https://ik.imagekit.io/xanalia/breaking-down/v13/0014.png,Phoenix,73,38,85,36,97,28,357,Almond,Flat - Silver,Medallion - Amber Brown,Calm - Almond,Slicked Right - Silver,Candied Toffees,Double Dark - Navy Blue and Black,Thin Strip - Bluish Purple and White,,,,Grim,Wave Kunai,,,,,,
ETH,352,https://ik.imagekit.io/xanalia/breaking-down/v2/0420.png,Brawler,52,59,56,65,44,81,357,Umber,Bulky Rounded - Brownish Orange,Medallion - Emrald Green,Thick Angled - Umber,Wild Spikes - Brownish Orange,Madrid Deep,,,Tornado - Blue,Sneakers High,,,,,,,,,
ETH,353,https://ik.imagekit.io/xanalia/breaking-down/v7/0289.png,Killer,49,62,53,68,61,64,357,Golden Brown,Bulky Flat - Pastel Brown,Crystal - Hazel Brown,High Flat - Golden Brown,Long Front Wave - Pastel Brown,Chocolate Berries,Neo-G - Red and Black,Double - Yellowish Green and White,,,,,,,,,,,
ETH,354,https://ik.imagekit.io/xanalia/breaking-down/v14/0225.png,Warrior,54,57,54,67,54,69,355,Pale Ivory,Point Flat Bulky - Black,Mermaid - Emrald Green,Wavy - Pale Ivory,Slicked Right - Black,Naturally Chic,Highlight - Red and Black,Class Gold - Cool Grey and Black,,,,,,,Funky - Yellow,Pointy Round,,,Chain Pendant
ETH,355,https://ik.imagekit.io/xanalia/breaking-down/v10/0065.png,Unstoppable,62,49,58,63,70,51,353,Porcelean,Wide Flat Edge - Golden,Natural - Ice Grey,Thin Confident - Porcelean,Mid Straight - Golden,Double Espresso,Strips - Orange and Black,Neo-PW - Black and White,,,,,,,,,,,
ETH,356,https://ik.imagekit.io/xanalia/breaking-down/v2/0135.png,Warrior,65,46,67,54,59,64,355,Pale Ivory,Slight Flat - Pastel Brown,Crystal - Amber Brown,Thin Confident - Pale Ivory,Decent - Pastel Brown,Naturally Chic,,,Urita - Black,Funky,,,,,,,,,
ETH,357,https://ik.imagekit.io/xanalia/breaking-down/v5/0276.png,Killer,42,69,46,75,54,71,357,Golden Brown,Narrow Rounded - Pale Brown,Mermaid - Emrald Green,Calm Flat - Golden Brown,Mid Straight - Pale Brown,Chocolate Berries,Highlight - Neon Yellow and Black,Edge - Emrald Green and Black,,,,,,,,,,,
ETH,358,https://ik.imagekit.io/xanalia/breaking-down/v4/0002.png,Commando,58,53,62,59,70,55,357,Cacao,Slight Flat - Pinkish Red,Crystal - Hazel Brown,Calm - Cacao,Front Waves - Pinkish Red,Unicorn blood,Dark Combat - Sea green and Black,Neo-P - Bluish Purple and Black,,,,,,,,,,,
ETH,359,https://ik.imagekit.io/xanalia/breaking-down/v2/0144.png,Brawler,42,69,46,75,54,71,357,Umber,Narrow Curved - Black,Medallion - Blue,Thin Confident - Umber,Front Waves - Black,Madrid Deep,Dark Combat - Navy Blue and Black,Dark Funk - Deep Red and White,,,,,,,,,,,
ETH,360,https://ik.imagekit.io/xanalia/breaking-down/v12/0294.png,Juggernaut,52,59,56,65,64,59,355,Burgundy,Soft Angled - Pastel Brown,Crystal - Sterling Blue,Narrow Pointy - Burgundy,Side Straight Mid - Pastel Brown,Rasp Wicked,Highlight - Red and Black,Artistic - Yellowish Green and White,,,,,,,,,,,
ETH,361,https://ik.imagekit.io/xanalia/breaking-down/v6/0091.png,Juggernaut,45,66,49,72,57,66,355,Burgundy,Thick Flat - Pale Brown,Crystal - Sterling Blue,Narrow Pointy - Burgundy,Long Front Wave - Pale Brown,Rasp Wicked,Double-X - Orange and Black,Blazing - Magenta and Black,,,,,,,,,,,
ETH,362,https://ik.imagekit.io/xanalia/breaking-down/v8/0381.png,Juggernaut,45,66,49,72,57,66,355,Burgundy,Narrow Curved - Silver,Mermaid - Brown,Innocence - Burgundy,Front Waves - Silver,Rasp Wicked,Strips - Magenta and Black,Thin Strip - Bluish Purple and White,,,,,,,,,,,
ETH,363,https://ik.imagekit.io/xanalia/breaking-down/v6/0419.png,Unstoppable,75,36,49,72,43,78,353,Porcelean,Thick Rounded - Golden,Medallion - Amber Brown,Normal State - Porcelean,Casual - Golden,Double Espresso,,,Masao - Purple,Slip-On,Narrow Angled,,,Wave Kunai,Aviator - Brown,,Firestorm,,
ETH,364,https://ik.imagekit.io/xanalia/breaking-down/v7/0228.png,Rogue,75,36,55,66,45,80,357,Ivory,Medium Flat - Black,Medallion - Hazel Brown,Innocence - Ivory,Side Straight Mid - Black,Teddy Bear,,,Komeo - Light Gray,Sneakers,Narrow,,,,,,,,
ETH,365,https://ik.imagekit.io/xanalia/breaking-down/v9/0303.png,Infiltrator,64,47,68,53,76,49,357,Sienna,Thick Flat - Pinkish Red,Natural - Hazel,Thick Angled - Sienna,Fat Straights - Pinkish Red,Nude Creme,Round Strip - Orange and Black,Class Gold - Deep Purple and Black,,,,,,,,,,,
ETH,366,https://ik.imagekit.io/xanalia/breaking-down/v8/0326.png,Warrior,59,52,57,64,69,54,355,Pale Ivory,Wide Rounded - Bronze,Crystal - Jade Green,Mid Angled - Pale Ivory,Spikes Top - Bronze,Naturally Chic,Neo-G - Red and Black,Neo-PW - Bluish Purple and White,,,,,,,,,,,
ETH,367,https://ik.imagekit.io/xanalia/breaking-down/v9/0277.png,Juggernaut,50,61,76,45,54,69,355,Burgundy,Thick Rounded - Black,Mermaid - Blue,Low Flat - Burgundy,Side Straight - Black,Rasp Wicked,Strips - Magenta and Black,Bloody-R - Hot Pink and Black,,,,,,Royal Dragon,,Pointy Round,,,Crossed
ETH,368,https://ik.imagekit.io/xanalia/breaking-down/v2/0407.png,Juggernaut,47,64,51,70,59,64,355,Burgundy,Thin Rounded - Pale Brown,Medallion - Blue,Thin Pointy - Burgundy,Long Front Wave - Pale Brown,Rasp Wicked,Round Strip - Navy Blue and Black,Edge - Bluish Purple and Black,,,,,,,,,,,
ETH,369,https://ik.imagekit.io/xanalia/breaking-down/v13/0373.png,Juggernaut,49,62,89,32,65,58,355,Burgundy,Thick Flat - Black,Medallion - Hazel Brown,Low Flat - Burgundy,Slicked Right - Black,Rasp Wicked,Round Strip - Navy Blue and Black,Neo-P - Black,,,,Twin Phoenix,ZigZag,Wolf Spirit,,Pointy Round,,,Polyloop
ETH,370,https://ik.imagekit.io/xanalia/breaking-down/v2/0363.png,Commando,51,60,51,70,73,52,357,Cacao,Mid Bulky - Brownish Orange,Natural - Gemstone Green,Sharp - Cacao,Elegant - Brownish Orange,Unicorn blood,Neo-G - Purple and Black,Twin-DR - Emrald Green and Black,,,,Nature,,,Royal Round - Black Golden,,,,
ETH,371,https://ik.imagekit.io/xanalia/breaking-down/v10/0277.png,Infiltrator,55,56,53,68,41,84,357,Sienna,Wide Flat Edge - Dark Brown,Crystal - Amber Brown,Calm Flat - Sienna,Front Waves - Dark Brown,Nude Creme,,,Ban - Dark Blue,Casual Sneakers,Flat Down,,,,,,,,
ETH,372,https://ik.imagekit.io/xanalia/breaking-down/v12/0251.png,Infiltrator,65,46,77,44,61,64,357,Sienna,Curve - Pastel Brown,Natural - Gemstone Green,Calm Flat - Sienna,Waves - Pastel Brown,Nude Creme,Neo - Magenta and Black,Neo-PW - Magenta and White,,,Flat Down,Edge,ZigZag,Inferno,,Pointy Round,,,Chain Pendant
ETH,373,https://ik.imagekit.io/xanalia/breaking-down/v2/0274.png,Berserker,72,39,62,59,70,51,353,Sand,Flat Curve - Golden,Mermaid - Hazel Brown,Normal - Sand,Waves - Golden,Bronze Beauty,Double-X - Yellow and Black,Thin Strip - Red and White,,,Rounded,,,,,,,,
ETH,374,https://ik.imagekit.io/xanalia/breaking-down/v2/0093.png,Killer,39,72,53,68,51,74,357,Golden Brown,Wide Flat Edge - Brownish Orange,Natural - Ice Grey,Calm Flat - Golden Brown,Dreadlock Long - Brownish Orange,Chocolate Berries,Round Strip - Purple and Black,Dark Funk - Cerulean Blue and White,,,,,,,,Pointy Round,,,
ETH,375,https://ik.imagekit.io/xanalia/breaking-down/v8/0226.png,Berserker,56,55,68,53,48,73,353,Sand,Soft Angled - Brownish Orange,Mermaid - Hazel Brown,Normal State - Sand,Dreadlock - Brownish Orange,Bronze Beauty,,,Tornado - Golden,Joggers High,Narrow Angled,Fairy,,Wolf Spirit,Round - Golden Black,,,,
ETH,376,https://ik.imagekit.io/xanalia/breaking-down/v4/0309.png,Phoenix,56,55,60,61,52,73,357,Almond,Angry - Silver,Mermaid - Brown,Wave Rounded - Almond,Elegant - Silver,Candied Toffees,,,3 Piece Suite - Dark Black,Sneakers High,,,,,,,,,
ETH,377,https://ik.imagekit.io/xanalia/breaking-down/v5/0330.png,Unstoppable,51,60,49,72,63,58,353,Porcelean,Thick Flat - Silver,Mermaid - Emrald Green,Mid Angled - Porcelean,Slicked Back - Silver,Double Espresso,Strips - Green and Black,Dark Funk - Dark Brown and White,,,,Leo,,,Round - Golden Black,,,,
ETH,378,https://ik.imagekit.io/xanalia/breaking-down/v2/0117.png,Unstoppable,57,54,35,86,47,74,353,Porcelean,Bulky Rounded - Bronze,Mermaid - Brown,Normal State - Porcelean,Elegant Fade - Bronze,Double Espresso,Neo-G - Sea green and Black,W B R - Black and White,,,Narrow Angled,,,,,,,,
ETH,379,https://ik.imagekit.io/xanalia/breaking-down/v3/0056.png,Phoenix,57,54,57,64,69,56,357,Almond,Bulky Rounded - Brownish Orange,Medallion - Hazel Brown,Thin Confident - Almond,Front Spikes - Brownish Orange,Candied Toffees,Round Strip - Orange and Black,Silver Shine - Bluish Purple and Silver,,,,,,,,,,,
ETH,380,https://ik.imagekit.io/xanalia/breaking-down/v11/0090.png,Warrior,55,56,69,52,61,62,355,Pale Ivory,Narrow Rounded - Dark Brown,Natural - Hazel,Calm - Pale Ivory,Mid Straight - Dark Brown,Naturally Chic,,,Ban - Black,Thick Base,Low Flat,,,,,,,,
ETH,381,https://ik.imagekit.io/xanalia/breaking-down/v6/0175.png,Juggernaut,66,45,76,45,66,57,355,Burgundy,Mid Bulky - Black,Crystal - Jade Green,Low Rounded - Burgundy,Dreadlock Long - Black,Rasp Wicked,Blaze - Yellow and Black,Thin Strip - Cool Grey and White,,,,,ZigZag,Round Twist,Funky - Yellow,,,,Polyloop
ETH,382,https://ik.imagekit.io/xanalia/breaking-down/v7/0209.png,Phoenix,56,55,68,53,62,63,357,Almond,Narrow Rounded - Bronze,Medallion - Blue,Thin Pointy - Almond,Slicked Right - Bronze,Candied Toffees,,,3 Piece Suite - Pink,Double Capsure,,,Wolf Spirit,Royal Dragon,Royal Round - Black Golden,,,,
ETH,383,https://ik.imagekit.io/xanalia/breaking-down/v15/0101.png,Killer,55,56,63,58,51,74,357,Golden Brown,Angry - Bronze,Medallion - Ice Grey,Thick Rounded - Golden Brown,Slicked Right - Bronze,Chocolate Berries,,,Nuribou - Turquoise,Sneakers High,,,,,,,,,
ETH,384,https://ik.imagekit.io/xanalia/breaking-down/v1/0407.png,Unstoppable,70,41,64,57,56,65,353,Porcelean,Wide Rounded - Golden,Crystal - Jade Green,Focused - Porcelean,Long Spikes - Golden,Double Espresso,,,Ban - Turquoise,High Fit,Thin,,,,,,,,
ETH,385,https://ik.imagekit.io/xanalia/breaking-down/v6/0104.png,Phoenix,60,51,76,45,54,71,357,Almond,Angry - Pastel Brown,Medallion - Amber Brown,Narrow Pointy - Almond,Fat Straights - Pastel Brown,Candied Toffees,,,3 Piece Suite - White,Funky,,,,Inferno,,Pointy Round,,,
ETH,386,https://ik.imagekit.io/xanalia/breaking-down/v7/0293.png,Brawler,31,80,63,58,61,64,357,Umber,Wide Rounded - Brownish Orange,Crystal - Amber Brown,Action Ready - Umber,Fat Straights - Brownish Orange,Madrid Deep,Dark Combat - Red and Black,Dark Funk - Dark Brown and White,,,,Fairy,,,,Pointy Round,,,
ETH,387,https://ik.imagekit.io/xanalia/breaking-down/v4/0284.png,Infiltrator,52,59,62,59,50,75,357,Sienna,Point Flat Bulky - Black,Natural - Amber Brown,Wavy - Sienna,Slicked Right - Black,Nude Creme,,,Komeo - Orange,Sneakers High,,,,,,,,,
ETH,388,https://ik.imagekit.io/xanalia/breaking-down/v12/0330.png,Infiltrator,54,57,68,53,42,83,357,Sienna,Narrow Curved - Brownish Orange,Medallion - Amber Brown,Wavy - Sienna,Spikes - Brownish Orange,Nude Creme,,,Ban - Turquoise,Sneakers,,,,Round Twist,,,,,
ETH,389,https://ik.imagekit.io/xanalia/breaking-down/v4/0026.png,Rogue,61,50,71,50,61,64,357,Ivory,Medium Flat - Silver,Medallion - Blue,Sleepy - Ivory,Front Spikes - Silver,Teddy Bear,Blaze - Yellow and Black,Twin-DR - Cerulean Blue and Black,,,Low Curve,Wings,Wave Kunai,Wolf Spirit,,Pointy Round,,,
ETH,390,https://ik.imagekit.io/xanalia/breaking-down/v6/0393.png,Juggernaut,50,61,68,53,52,71,355,Burgundy,Thick Rounded - Bronze,Mermaid - Hazel Brown,Action Ready - Burgundy,Front Waves - Bronze,Rasp Wicked,Highlight - Orange and Black,Blazing - Orangish Yellow and Black,,,,,Howl,Round Twist,,,Firestorm,,Chain Pendant
ETH,391,https://ik.imagekit.io/xanalia/breaking-down/v13/0085.png,Berserker,51,60,55,66,63,58,353,Sand,Flat Curve - Pastel Brown,Mermaid - Hazel Brown,Action Ready - Sand,Slicked Right - Pastel Brown,Bronze Beauty,Strips - Magenta and Black,Edge - Bluish Purple and Black,,,,,,,,,,,
ETH,392,https://ik.imagekit.io/xanalia/breaking-down/v11/0401.png,Brawler,57,54,61,60,69,56,357,Umber,Thin High Flat - Golden,Medallion - Amber Brown,Flat - Umber,Spikes - Golden,Madrid Deep,Neo - Red and Black,Neo-PW - Bluish Purple and White,,,,,,,,,,,
ETH,393,https://ik.imagekit.io/xanalia/breaking-down/v12/0060.png,Unstoppable,49,62,67,54,59,62,353,Porcelean,Wide Rounded - Bronze,Mermaid - Blue,Wavy - Porcelean,Long Spikes - Bronze,Double Espresso,,,Masao - Blue,Slip-On,,Twin Phoenix,,,,,,,
ETH,394,https://ik.imagekit.io/xanalia/breaking-down/v9/0174.png,Rogue,71,40,65,56,55,70,357,Ivory,Mid Bulky - Silver,Natural - Hazel,Innocence - Ivory,Spikes Top - Silver,Teddy Bear,,,Ban - Black,Joggers High,Narrow,,,,,,,,
ETH,395,https://ik.imagekit.io/xanalia/breaking-down/v13/0252.png,Juggernaut,55,56,59,62,67,56,355,Burgundy,Mid Wave - Dark Brown,Medallion - Amber Brown,Narrow Pointy - Burgundy,Elegant Fade - Dark Brown,Rasp Wicked,Alpha - Royal Blue and Black,Neo-PW - Red and White,,,,,,,,,,,
ETH,396,https://ik.imagekit.io/xanalia/breaking-down/v6/0198.png,Commando,55,56,69,52,57,68,357,Cacao,Thick Rounded - Pastel Brown,Crystal - Amber Brown,Normal - Cacao,Slicked Back - Pastel Brown,Unicorn blood,,,Masao - Mint,Capsule,,,,,,,,,
ETH,397,https://ik.imagekit.io/xanalia/breaking-down/v11/0237.png,Brawler,53,58,57,64,65,60,357,Umber,Point Flat Bulky - Silver,Mermaid - Brown,Wide Focused - Umber,Elegant - Silver,Madrid Deep,Double-X - Red and Black,Artistic - Hot Pink and White,,,,,,,,,,,
ETH,398,https://ik.imagekit.io/xanalia/breaking-down/v10/0299.png,Berserker,56,55,64,57,52,69,353,Sand,Slight Rounded - Black,Medallion - Blue,Mid Angled - Sand,Short Wild - Black,Bronze Beauty,,,Komeo - Light Gray,Joggers,,,,,,,,,
ETH,399,https://ik.imagekit.io/xanalia/breaking-down/v4/0090.png,Infiltrator,50,61,54,67,62,63,357,Sienna,Slight Rounded - Brownish Orange,Natural - Ice Grey,Confident - Sienna,Mid Height - Brownish Orange,Nude Creme,Strips - Royal Blue and Black,Aura - Cerulean Blue and Black,,,,,,,,,,,
ETH,400,https://ik.imagekit.io/xanalia/breaking-down/v5/0301.png,Juggernaut,43,68,75,46,63,60,355,Burgundy,Wide Rounded - Black,Natural - Amber Brown,Low Flat - Burgundy,Slicked Right - Black,Rasp Wicked,,,Lida - Red,Run Strip,,Feathered,Howl,,,,,,
ETH,401,https://ik.imagekit.io/xanalia/breaking-down/v7/0066.png,Berserker,49,62,53,68,61,60,353,Sand,Mid Bulky - Pastel Brown,Medallion - Ice Grey,Confident - Sand,Mid Height - Pastel Brown,Bronze Beauty,Blaze - Navy Blue and Black,Twin-DR - Hot Pink and Black,,,,,,,,,,,
ETH,402,https://ik.imagekit.io/xanalia/breaking-down/v13/0097.png,Unstoppable,70,41,80,41,66,55,353,Porcelean,Thin Flat - Silver,Mermaid - Ice Grey,Low Flat - Porcelean,Decent - Silver,Double Espresso,,,Lida - Blue,Double Capsure,Pointy Flat,,,Polyzig,,,,,
ETH,403,https://ik.imagekit.io/xanalia/breaking-down/v2/0209.png,Brawler,56,55,60,61,68,57,357,Umber,Mid Bulky Flat - Black,Mermaid - Ice Grey,Flat - Umber,Slicked Back - Black,Madrid Deep,Highlight - Purple and Black,Double - Yellowish Green and White,,,,,,,,,,,
ETH,404,https://ik.imagekit.io/xanalia/breaking-down/v6/0218.png,Rogue,55,56,57,64,67,58,357,Ivory,Wide Flat Edge - Pale Brown,Crystal - Ice Grey,Normal State - Ivory,Side Straight Mid - Pale Brown,Teddy Bear,Neo - Navy Blue and Black,Neo-P - Cool Grey and Black,,,Narrow Angled,Fairy,Inferno,,,,,,
ETH,405,https://ik.imagekit.io/xanalia/breaking-down/v13/0394.png,Commando,58,53,68,53,56,69,357,Cacao,Low Curved - Silver,Mermaid - Ice Grey,High Flat - Cacao,Mid Straight - Silver,Unicorn blood,,,Ban - Black,Sporty,,,,,,,,,
ETH,406,https://ik.imagekit.io/xanalia/breaking-down/v3/0305.png,Infiltrator,59,52,75,46,59,66,357,Sienna,Flat Curve - Brownish Orange,Natural - Hazel,Low Flat - Sienna,Slicked Right - Brownish Orange,Nude Creme,Strips - Orange and Black,Neo-Y - Yellowish Green and Black,,,Pointy Flat,Leo,,Round Twist,,Pointy Round,,,
ETH,407,https://ik.imagekit.io/xanalia/breaking-down/v4/0378.png,Berserker,53,58,53,68,41,80,353,Sand,Bulky Flat - Bronze,Mermaid - Blue,High Flat - Sand,Dreadlock Long - Bronze,Bronze Beauty,,,Lida - Antique Bronze,Sneakers High,,,,,,,,,
ETH,408,https://ik.imagekit.io/xanalia/breaking-down/v6/0195.png,Juggernaut,59,52,63,58,71,52,355,Burgundy,Thick Flat - Golden,Crystal - Ice Grey,Low Rounded - Burgundy,Mid Straight - Golden,Rasp Wicked,Neo - Purple and Black,Artistic - Magenta and White,,,,,,,,,,,
ETH,409,https://ik.imagekit.io/xanalia/breaking-down/v4/0307.png,Warrior,63,48,57,64,75,48,355,Pale Ivory,Curve - Pinkish Red,Natural - Amber Brown,Focused - Pale Ivory,Slicked Right - Pinkish Red,Naturally Chic,Double-X - Green and Black,Neo-P - Emrald Green and Black,,,Thin,Wings,,,Star - Golden Black,,,,
ETH,410,https://ik.imagekit.io/xanalia/breaking-down/v6/0180.png,Commando,62,49,66,55,74,51,357,Cacao,Thick Flat - Bronze,Mermaid - Ice Grey,Smart - Cacao,Front Spikes - Bronze,Unicorn blood,Blaze - Purple and Black,W B R - Cerulean Blue and Black,,,,,,,,,,,
ETH,411,https://ik.imagekit.io/xanalia/breaking-down/v11/0379.png,Phoenix,63,48,63,58,53,72,357,Almond,Narrow Rounded - Black,Medallion - Blue,Flat - Almond,Fat Straights - Black,Candied Toffees,,,Ban - Green,Run Strip,,,Wave Kunai,Ancient,,,Blazing,,
ETH,412,https://ik.imagekit.io/xanalia/breaking-down/v4/0219.png,Berserker,55,56,47,74,55,66,353,Sand,Bulky Flat - Brownish Orange,Medallion - Blue,Round Flat - Sand,Long Front Wave - Brownish Orange,Bronze Beauty,Round Strip - Magenta and Black,Twin-DR - Black,,,Thin Curve,,,,,,,,
ETH,413,https://ik.imagekit.io/xanalia/breaking-down/v12/0396.png,Rogue,68,43,62,59,62,63,357,Ivory,Mid Bulky Flat - Silver,Natural - Aqua,Smart - Ivory,Long Front Wave - Silver,Teddy Bear,,,Ban - White,Joggers High,,,Wolf Spirit,,Aviator - Brown,,Twin Phoenix,,
ETH,414,https://ik.imagekit.io/xanalia/breaking-down/v11/0288.png,Brawler,45,66,69,52,47,78,357,Umber,Flat - Pale Brown,Mermaid - Hazel Brown,Wave Rounded - Umber,Front Spikes - Pale Brown,Madrid Deep,Alpha - Magenta and Black,Twin-DR - Black,,,,,Inferno,Wolf Spirit,,Pointy Round,,,Chain Pendant
ETH,415,https://ik.imagekit.io/xanalia/breaking-down/v12/0403.png,Berserker,55,56,59,62,67,54,353,Sand,Thick Flat - Black,Medallion - Amber Brown,Nervous - Sand,Slicked Back - Black,Bronze Beauty,Double Dark - Magenta and Black,Silver Shine - Bluish Purple and Silver,,,,,,,,,,,
ETH,416,https://ik.imagekit.io/xanalia/breaking-down/v15/0015.png,Rogue,69,42,49,72,39,86,357,Ivory,Straight - Pinkish Red,Natural - Gemstone Green,Innocence - Ivory,Side Straight Mid - Pinkish Red,Teddy Bear,,,Nuribou - Purple,Sneakers High,Narrow,,,,,,,,
ETH,417,https://ik.imagekit.io/xanalia/breaking-down/v10/0201.png,Unstoppable,70,41,66,55,78,43,353,Porcelean,Thick Rounded - Silver,Medallion - Hazel Brown,Action Ready - Porcelean,Side Straight - Silver,Double Espresso,Neo - Red and Black,Neo-P - Bluish Purple and Black,,,,,,,,,,,
ETH,418,https://ik.imagekit.io/xanalia/breaking-down/v2/0223.png,Unstoppable,46,65,60,61,46,75,353,Porcelean,Low Curved - Golden,Crystal - Sterling Blue,Smart - Porcelean,Spikes Top - Golden,Double Espresso,,,Komeo - Dark Gray,Sneakers,,Leo,,Round Twist,,,,Mustache,
ETH,419,https://ik.imagekit.io/xanalia/breaking-down/v5/0031.png,Berserker,41,70,45,76,53,68,353,Sand,Mid Bulky - Brownish Orange,Crystal - Ice Grey,Action Ready - Sand,Full Slicked Back - Brownish Orange,Bronze Beauty,Double Dark - Red and Black,Dark Strip - Cerulean Blue and White,,,,,,,,,,,
ETH,420,https://ik.imagekit.io/xanalia/breaking-down/v14/0179.png,Rogue,67,44,61,60,67,58,357,Ivory,Narrow Curved - Pale Brown,Natural - Aqua,Flat - Ivory,Long Spikes - Pale Brown,Teddy Bear,Highlight - Green and Black,Neo-P - Black,,,,,Wolf Spirit,Wave Kunai,Clean - Black,,,,Polyloop
ETH,421,https://ik.imagekit.io/xanalia/breaking-down/v14/0341.png,Commando,60,51,76,45,64,61,357,Cacao,Medium Flat - Black,Medallion - Emrald Green,Low Flat - Cacao,Dreadlock Long - Black,Unicorn blood,,,3 Piece Suite - Green,Formal,,,,,,,,,
ETH,422,https://ik.imagekit.io/xanalia/breaking-down/v8/0379.png,Juggernaut,43,68,63,58,45,78,355,Burgundy,Bulky Rounded - Pastel Brown,Crystal - Hazel Brown,Flat - Burgundy,Wild Spikes - Pastel Brown,Rasp Wicked,,,Masao - Pink,Slip-On,,Grim,ZigZag,,Straight Line - Golden Black,Pointy Round,,,
ETH,423,https://ik.imagekit.io/xanalia/breaking-down/v14/0128.png,Commando,63,48,63,58,51,74,357,Cacao,Fat Flat - Pastel Brown,Natural - Aqua,Normal - Cacao,Short Wild - Pastel Brown,Unicorn blood,,,Komeo - Yellow,Run Strip,,,,,,,,,
ETH,424,https://ik.imagekit.io/xanalia/breaking-down/v12/0189.png,Infiltrator,47,64,51,70,59,66,357,Sienna,Narrow Curved - Bronze,Natural - Amber Brown,Sharp - Sienna,Mid Straight - Bronze,Nude Creme,Blaze - Hot Pink and Black,W B R - Yellowish Green and Black,,,,,,,,,,,
ETH,425,https://ik.imagekit.io/xanalia/breaking-down/v1/0190.png,Infiltrator,56,55,60,61,68,57,357,Sienna,Wide Flat Edge - Brownish Orange,Medallion - Blue,Nervous - Sienna,Slicked Right - Brownish Orange,Nude Creme,Alpha - Yellow and Black,Dark Funk - Blackish Purple and White,,,,,,,,,,,
ETH,426,https://ik.imagekit.io/xanalia/breaking-down/v8/0368.png,Warrior,60,51,80,41,62,61,355,Pale Ivory,Wide Flat Cut - Bronze,Crystal - Ice Grey,Focused - Pale Ivory,Mid Straight - Bronze,Naturally Chic,,,Komeo - Dark Gray,Double Capsure,Thin,,Inferno,,,Pointy Round,,,
ETH,427,https://ik.imagekit.io/xanalia/breaking-down/v14/0297.png,Berserker,50,61,60,61,60,61,353,Sand,Slight Rounded - Black,Natural - Ice Grey,Normal State - Sand,Mid Height - Black,Bronze Beauty,Blaze - Yellow and Black,Neo-PW - Red and White,,,Narrow Angled,Twin Phoenix,Wave Kunai,Wave Kunai,,,,,
